listener,listener_trial,level_condition,sound_heard,listener_response,proportion_correct,typical_source_intensity
3,7,7,motorcycle revving,motorcycle revving,1,high-intensity
3,8,1,cello,cello,1,3
3,9,7,fan,fan,1,2
3,10,6,darth vader,darth vader,1,2
3,11,7,giggling,giggling,1,3
3,12,5,bagpipes,bagpipes,1,high-intensity
3,13,5,gargling,gargling,1,low-intensity
3,14,4,siren,car crash,0,high-intensity
3,15,3,acoustic bass,acoustic bass,1,2
3,16,2,fire alarm,fire alarm,1,high-intensity
3,17,1,violin,violin,1,3
3,18,7,ping pong,ping pong,1,3
3,19,6,leather coat,leather coat,1,low-intensity
3,20,6,duck quack,duck quack,1,3
3,21,1,dice roll,dice roll,1,low-intensity
3,22,7,jumping rope,walking with heels,0,2
3,23,2,clock ticking,clock ticking,1,low-intensity
3,24,7,doorbell,doorbell,1,high-intensity
3,25,4,car engine starting,car engine starting,1,3
3,26,6,glass shattering,glass shattering,1,high-intensity
3,27,6,gorilla,gorilla,1,3
3,28,1,car idling,airhockey,0,low-intensity
3,29,7,paper cutter,paper cutter,1,low-intensity
3,30,3,sipping,sipping,1,2
3,31,7,truck beeping,truck beeping,1,high-intensity
3,32,3,peeling,peeling,1,low-intensity
3,33,5,slicing bread,slicing bread,1,low-intensity
3,34,5,chopping wood,chopping wood,1,3
3,35,7,can opening,can opening,1,low-intensity
3,36,3,chiseling,chiseling,1,2
3,37,2,chopping food,chopping food,1,low-intensity
3,38,2,traffic noises,traffic noises,1,high-intensity
3,39,2,thunder,wind,0,high-intensity
3,40,3,paper shredder,seal,0,high-intensity
3,41,3,car crash,car crash,1,high-intensity
3,42,4,mac startup sound,mac startup sound,1,low-intensity
3,43,2,slot machine,slot machine,1,high-intensity
3,44,7,sails flapping,sails flapping,1,3
3,45,5,cat purring,cat purring,1,low-intensity
3,46,6,bicycle,bicycle,1,low-intensity
3,47,5,cat meow,cat meow,1,2
3,48,6,popcorn popping,popcorn popping,1,3
3,49,1,opening a letter,opening a letter,1,low-intensity
3,50,2,german,german,1,2
3,51,2,sleigh bells,sleigh bells,1,3
3,52,4,car skidding,car skidding,1,high-intensity
3,53,6,turkey gobble,turkey gobble,1,3
3,54,2,car driving through a puddle,car driving through a puddle,1,2
3,55,7,biting and chewing,biting and chewing,1,2
3,56,3,music box,music box,1,low-intensity
3,57,6,flute,flute,1,3
3,58,6,busy signal,busy signal,1,2
3,59,7,clarinet,clarinet,1,3
3,60,2,explosion,train passing by,0,high-intensity
3,61,2,roulette wheel,roulette wheel,1,2
3,62,5,camera taking a picture,camera taking a picture,1,2
3,63,4,soda pouring into a cup,soda pouring into a cup,1,low-intensity
3,64,5,grandfather clock,grandfather clock,1,3
3,65,6,whistle,whistle,1,high-intensity
3,66,6,door opening,door opening,1,2
3,67,4,plane taking off,plane taking off,1,high-intensity
3,68,3,horse neighing,horse neighing,1,3
3,69,1,noisemaker,noisemaker,1,high-intensity
3,70,2,coughing,coughing,1,3
3,71,1,cartoon sound effects,music box,0,3
3,72,6,running on sand,running on sand,1,low-intensity
3,73,6,dog whining,dog whining,1,3
3,74,4,spanish,spanish,1,3
3,75,2,laughing,laughing,1,high-intensity
3,76,4,walking on a hard surface,walking on a hard surface,1,2
3,77,7,windows startup sound,windows startup sound,1,2
3,78,1,tuba,tuba,1,3
3,79,7,brushing hair,brushing hair,1,low-intensity
3,80,6,pepper grinder,pepper grinder,1,2
3,81,1,spray can spraying,spray can spraying,1,low-intensity
3,82,5,sighing,sighing,1,low-intensity
3,83,5,bees,bees,1,low-intensity
3,84,5,boat horn,boat horn,1,high-intensity
3,85,1,dove cooing,dove cooing,1,low-intensity
3,86,4,pig snorting,pig snorting,1,3
3,87,5,harp,harp,1,2
3,88,1,baby babbling,baby babbling,1,3
3,89,7,film reel,film reel,1,3
3,90,1,tree falling,tree falling,1,high-intensity
3,91,6,kettle whistling,kettle whistling,1,3
3,92,2,windup toy,windup toy,1,low-intensity
3,93,4,Indian,Indian,1,2
3,94,6,fire,fire,1,low-intensity
3,95,6,gunshots,gunshots,1,high-intensity
3,96,1,applause,applause,1,high-intensity
3,97,1,shoveling,velcro,0,2
3,98,1,shuffling,shuffling,1,low-intensity
3,99,7,scrubbing dishes,scrubbing dishes,1,2
3,100,4,drum solo,drum solo,1,high-intensity
3,101,7,rain,rain,1,3
3,102,1,coffee machine,cat purring,0,low-intensity
3,103,1,shower,shower,1,3
3,104,5,car accelerating,car accelerating,1,2
3,105,1,crowd booing,bees,0,high-intensity
3,106,3,shouting,shouting,1,high-intensity
3,107,1,dialup,dialup,1,3
3,108,1,heart beats,heart beats,1,low-intensity
3,109,6,toilet flushing,toilet flushing,1,2
3,110,4,coins dropping,coins dropping,1,low-intensity
3,111,7,rollerblading,tractor,0,3
3,112,1,ringtone,ringtone,1,3
3,113,6,writing on paper,writing on paper,1,low-intensity
3,114,6,vacuum,vacuum,1,high-intensity
3,115,4,turning a lock,turning a lock,1,low-intensity
3,116,3,scream,scream,1,high-intensity
3,117,2,blender,blender,1,high-intensity
3,118,5,salt shaker,salt shaker,1,low-intensity
3,119,3,rubbing hands,rubbing hands,1,low-intensity
3,120,4,gong,gong,1,high-intensity
3,121,2,russian,russian,1,2
3,122,3,elevator door,elevator door,1,2
3,123,3,knives sharpening,knives sharpening,1,2
3,124,6,scissors cutting paper,scissors cutting paper,1,low-intensity
3,125,2,fireworks,hawk,0,high-intensity
3,126,6,witch cackle,witch cackle,1,high-intensity
3,127,2,door sliding shut,door sliding shut,1,low-intensity
3,128,5,sheep,sheep,1,3
3,129,4,drink fizzing,drink fizzing,1,low-intensity
3,130,3,harmonica,harmonica,1,3
3,131,4,electric bass,electric bass,1,3
3,132,1,whistling,whistling,1,2
3,133,6,guitar,guitar,1,3
3,134,3,typing,typing,1,low-intensity
3,135,5,crumpling paper,crumpling paper,1,2
3,136,2,rattlesnake,rattlesnake,1,2
3,137,5,dishes clanking,dishes clanking,1,3
3,138,6,cow mooing,cow mooing,1,3
3,139,1,window blinds,window blinds,1,2
3,140,4,running up stairs,running up stairs,1,2
3,141,6,key opening door,spray can spraying,0,low-intensity
3,142,1,drawer closing,running up stairs,0,low-intensity
3,143,1,bike bell,bike bell,1,2
3,144,6,cuckoo clock,cuckoo clock,1,3
3,145,3,chinese,chinese,1,3
3,146,1,crowd cheering,crowd cheering,1,high-intensity
3,147,6,shaving with electric razor,shaving with electric razor,1,2
3,148,4,radar beeps,radar beeps,1,2
3,149,2,car alarm,car alarm,1,high-intensity
3,150,2,water dripping,water dripping,1,low-intensity
3,151,6,car windows,car windows,1,2
3,152,3,chair rolling,chair rolling,1,low-intensity
3,153,6,breathing,breathing,1,low-intensity
3,154,1,ratchet,rocking chair,0,2
3,155,3,kid speaking,kid speaking,1,3
3,156,1,hand saw,hand saw,1,high-intensity
3,157,2,crowd noise,crowd noise,1,high-intensity
3,158,3,helicopter,helicopter,1,high-intensity
3,159,7,school bell,school bell,1,high-intensity
3,160,6,horse galloping,horse galloping,1,2
3,161,1,arabic,arabic,1,2
3,162,5,coin in a vending machine,coin in a vending machine,1,low-intensity
3,163,7,basketball dribbling,basketball dribbling,1,2
3,164,6,coloring,coloring,1,low-intensity
3,165,1,lawn mower,airplane taking off,0,high-intensity
3,166,5,sports arena buzzer,sports arena buzzer,1,high-intensity
3,167,4,alarm clock,alarm clock,1,high-intensity
3,168,7,race car,race car,1,high-intensity
3,169,6,oboe,oboe,1,3
3,170,7,man speaking,man speaking,1,2
3,171,6,skate boarding,chair rolling,0,2
3,172,6,nose blowing,nose blowing,1,3
3,173,4,truck,truck,1,high-intensity
3,174,6,crow,crow,1,3
3,175,2,cymbol crash,cymbol crash,1,high-intensity
3,176,2,liquid pouring out of a bottle,liquid pouring out of a bottle,1,2
3,177,6,spray can shaking,spray can shaking,1,2
3,178,1,grating food,grating food,1,low-intensity
3,179,4,heart monitor,heart monitor,1,3
3,180,3,hair dryer,hair dryer,1,high-intensity
3,181,4,crowd laughing,crowd laughing,1,high-intensity
3,182,5,dialing,dialing,1,low-intensity
3,183,4,italian,italian,1,2
3,184,1,knocking on door,knocking on door,1,3
3,185,7,train warning bell,train warning bell,1,high-intensity
3,186,5,ice machine,ice machine,1,2
3,187,1,castanet,castanet,1,3
3,188,2,fax,fax,1,2
3,189,2,marching,marching,1,3
3,190,5,orchestra tuning,orchestra tuning,1,high-intensity
3,191,1,jackhammer,jackhammer,1,high-intensity
3,192,6,bass drum hits,bass drum hits,1,high-intensity
3,193,3,seal,seal,1,3
3,194,7,car deccelerating,car deccelerating,1,low-intensity
3,195,1,hammering metal,coins dropping,0,high-intensity
3,196,5,running on gravel,running on gravel,1,3
3,197,7,writing on a whiteboard,writing on a whiteboard,1,low-intensity
3,198,5,water splashing,water splashing,1,3
3,199,2,triangle,triangle,1,2
3,200,7,electric drill,electric drill,1,high-intensity
3,201,6,dog barking,dog barking,1,high-intensity
3,202,1,radio static,radio static,1,3
3,203,4,cash register,cash register,1,2
3,204,1,dog drinking,dog drinking,1,2
3,205,4,flag,flag,1,low-intensity
3,206,5,tooth brushing,tooth brushing,1,low-intensity
3,207,2,accordian,accordian,1,high-intensity
3,208,7,zipper,zipper,1,low-intensity
3,209,4,tennis volley,tennis volley,1,3
3,210,2,pinball,pinball,1,high-intensity
3,211,3,owl hooting,owl hooting,1,low-intensity
3,212,1,phone vibrating,phone vibrating,1,low-intensity
3,213,7,inflating a balloon,inflating a balloon,1,low-intensity
3,214,4,whale call,whale call,1,2
3,215,1,swimming,swimming,1,2
3,216,4,pager beeps,pager beeps,1,3
3,217,1,tractor,shopping cart,0,high-intensity
3,218,5,oldfashioned dialer,oldfashioned dialer,1,low-intensity
3,219,5,crying,crying,1,high-intensity
3,220,1,camera turning on,camera turning on,1,low-intensity
3,221,5,geese honking,geese honking,1,3
3,222,5,rubbing cloth,sails flapping,0,low-intensity
3,223,2,monkey screaming,monkey screaming,1,high-intensity
3,224,6,ice in cup,shopping cart,0,low-intensity
3,225,1,bowling,bowling,1,high-intensity
3,226,7,drinking,drinking,1,low-intensity
3,227,6,bus accelerating,bus accelerating,1,2
3,228,7,newspaper page turning,newspaper page turning,1,low-intensity
3,229,1,wing flapping,printing,0,low-intensity
3,230,6,a capella singing,a capella singing,1,3
3,231,2,cicadas,cicadas,1,3
3,232,6,bus decelerating,bulldozer,0,3
3,233,6,match lighting,film reel,0,low-intensity
3,234,2,shopping cart,shopping cart,1,2
3,235,7,tambourine,tambourine,1,3
3,236,5,scratching,scratching,1,low-intensity
3,237,5,wind chimes,wind chimes,1,3
3,238,5,morse code,morse code,1,3
3,239,5,reception desk bell,reception desk bell,1,3
3,240,1,sword fighting,sword fighting,1,3
3,241,5,chicken cluck,chicken cluck,1,2
3,242,2,record scratching,record scratching,1,2
3,243,1,waves,waves,1,3
3,244,4,rooster crowing,rooster crowing,1,high-intensity
3,245,3,running on a hard surface,running on a hard surface,1,2
3,246,6,tap dancing,tap dancing,1,high-intensity
3,247,6,coins jingling in a pocket,coins jingling in a pocket,1,2
3,248,2,stream,stream,1,low-intensity
3,249,3,humming,humming,1,low-intensity
3,250,3,train passing by,train passing by,1,high-intensity
3,251,2,organ,organ,1,high-intensity
3,252,5,walking on leaves,walking on leaves,1,2
3,253,6,banjo,banjo,1,high-intensity
3,254,4,woman speaking,woman speaking,1,3
3,255,1,grunting and groaning,ballooninflating,0,2
3,256,1,baby crying,baby crying,1,high-intensity
3,257,2,volcanic eruption,volcanic eruption,1,high-intensity
3,258,6,drawer opening,drawer opening,1,low-intensity
3,259,5,bird song,bird song,1,2
3,260,7,hammering a nail,hammering a nail,1,high-intensity
3,261,5,screwing off a lid,screwing off a lid,1,low-intensity
3,262,2,bassoon,bassoon,1,3
3,263,2,school hallway,school hallway,1,high-intensity
3,264,4,cricket,cricket,1,2
3,265,7,velcro,velcro,1,low-intensity
3,266,6,writing on a chalkboard,writing on a chalkboard,1,2
3,267,7,clipping hair,clipping hair,1,low-intensity
3,268,7,water boiling,water boiling,1,low-intensity
3,269,5,pool balls colliding,pool balls colliding,1,3
3,270,7,chainsaw revving,chainsaw revving,1,high-intensity
3,271,7,telephone ringing,telephone ringing,1,high-intensity
3,272,6,dentist drill,electric hand drill,0,high-intensity
3,273,6,piano,piano,1,3
3,274,1,rocking chair,rocking chair,1,3
3,275,6,keys jingling,keys jingling,1,low-intensity
3,276,7,bathwater,liquid pouring out of a bottle,0,2
3,277,4,opening a soda bottle,opening a soda bottle,1,low-intensity
3,278,6,wind,thunder,0,2
3,279,3,air hockey,morse code,0,3
3,280,3,bear growling,bear growling,1,3
3,281,5,toy squeaks,toy squeaks,1,3
3,282,3,lion growl,lion growl,1,high-intensity
3,283,3,dial tone,dial tone,1,low-intensity
3,284,7,church bells,church bells,1,high-intensity
3,285,5,balloon deflating,skate boarding,0,2
3,286,1,gavel hits,gavel hits,1,3
3,287,1,hawk screech,hawk screech,1,3
3,288,6,frog croaking,frog croaking,1,2
3,289,4,dog panting,dog panting,1,2
3,290,5,french,french,1,2
3,291,2,door creaking,door creaking,1,2
3,292,7,walking with heels,walking with heels,1,2
3,293,7,walking on gravel,walking on gravel,1,2
3,294,4,screwing in a nail,opening a letter,0,2
3,295,3,paper tearing,paper tearing,1,low-intensity
3,296,7,drum roll,drum roll,1,high-intensity
3,297,1,finger tapping,finger tapping,1,low-intensity
3,298,1,car horn,car horn,1,high-intensity
3,299,3,locker closing,locker closing,1,3
3,300,6,wolves howlling,wolves howlling,1,2
4,1,3,popcorn popping,popcorn popping,1,3
4,2,2,crowd cheering,crowd cheering,1,high-intensity
4,3,2,chopping wood,chopping wood,1,3
4,4,1,peeling,peeling,1,low-intensity
4,5,7,train passing by,train passing by,1,high-intensity
4,6,2,drum roll,drum roll,1,high-intensity
4,7,3,spray can spraying,spray can spraying,1,low-intensity
4,8,3,scissors cutting paper,scissors cutting paper,1,low-intensity
4,9,1,french,french,1,2
4,10,6,russian,russian,1,2
4,11,3,woman speaking,woman speaking,1,3
4,12,2,waves,waves,1,3
4,13,5,microwave,microwave,1,low-intensity
4,14,2,sword fighting,turning a lock,0,3
4,15,6,tree falling,tree falling,1,high-intensity
4,16,2,screwing in a nail,screwing in a nail,1,2
4,17,3,grandfather clock,grandfather clock,1,3
4,18,6,giggling,giggling,1,3
4,19,2,brushing hair,brushing hair,1,low-intensity
4,20,7,sighing,sighing,1,low-intensity
4,21,4,dentist drill,dentist drill,1,high-intensity
4,22,2,water boiling,water boiling,1,low-intensity
4,23,7,seagulls,seagulls,1,3
4,24,1,biting and chewing,biting and chewing,1,2
4,25,1,water splashing,water splashing,1,3
4,26,5,truck,truck,1,high-intensity
4,27,3,drink fizzing,drink fizzing,1,low-intensity
4,28,7,alarm clock,alarm clock,1,high-intensity
4,29,5,clarinet,clarinet,1,3
4,30,4,nose blowing,nose blowing,1,3
4,31,3,swimming,swimming,1,2
4,32,4,cuckoo clock,cuckoo clock,1,3
4,33,2,typing,typing,1,low-intensity
4,34,5,zipper,zipper,1,low-intensity
4,35,1,coin in a vending machine,coin in a vending machine,1,low-intensity
4,36,1,roulette wheel,roulette wheel,1,2
4,37,4,paper cutter,door sliding shut,0,low-intensity
4,38,5,soda pouring into a cup,soda pouring into a cup,1,low-intensity
4,39,1,sheep,sheep,1,3
4,40,2,screwing off a lid,screwing off a lid,1,low-intensity
4,41,1,crying,crying,1,high-intensity
4,42,7,humming,humming,1,low-intensity
4,43,4,clock ticking,clock ticking,1,low-intensity
4,44,2,violin,violin,1,3
4,45,3,duck quack,duck quack,1,3
4,46,7,castanet,tap dancing,0,3
4,47,6,clipping hair,clipping hair,1,low-intensity
4,48,7,rubbing hands,rubbing hands,1,low-intensity
4,49,2,drawer closing,running up stairs,0,low-intensity
4,50,4,door sliding shut,door sliding shut,1,low-intensity
4,51,5,hand saw,hand saw,1,high-intensity
4,52,5,gorilla,gorilla,1,3
4,53,6,radar beeps,radar beeps,1,2
4,54,4,rocking chair,rocking chair,1,3
4,55,3,laughing,laughing,1,high-intensity
4,56,4,knocking on door,knocking on door,1,3
4,57,4,chiseling,chiseling,1,2
4,58,1,thunder,walking on gravel,0,high-intensity
4,59,2,cow mooing,cow mooing,1,3
4,60,2,grunting and groaning,grunting and groaning,1,2
4,61,7,pool balls colliding,pool balls colliding,1,3
4,62,6,tractor,film reel,0,high-intensity
4,63,7,gunshots,gunshots,1,high-intensity
4,64,7,car engine starting,car engine starting,1,3
4,65,2,bathwater,bathwater,1,2
4,66,4,wing flapping,wing flapping,1,low-intensity
4,67,6,reception desk bell,reception desk bell,1,3
4,68,3,record scratching,record scratching,1,2
4,69,5,pepper grinder,pepper grinder,1,2
4,70,6,camera taking a picture,camera taking a picture,1,2
4,71,6,scratching,scratching,1,low-intensity
4,72,2,phone vibrating,phone vibrating,1,low-intensity
4,73,4,organ,organ,1,high-intensity
4,74,6,lawn mower,lawn mower,1,high-intensity
4,75,7,ringtone,ringtone,1,3
4,76,6,spanish,spanish,1,3
4,77,7,rubbing cloth,rubbing cloth,1,low-intensity
4,78,3,hammering a nail,hammering a nail,1,high-intensity
4,79,3,walking with heels,walking with heels,1,2
4,80,7,car skidding,car skidding,1,high-intensity
4,81,7,coins dropping,coins dropping,1,low-intensity
4,82,1,acoustic bass,acoustic bass,1,2
4,83,6,turning a lock,turning a lock,1,low-intensity
4,84,6,man speaking,man speaking,1,2
4,85,3,running on sand,running on sand,1,low-intensity
4,86,6,telephone ringing,telephone ringing,1,high-intensity
4,87,7,flute,flute,1,3
4,88,7,dialup,dialup,1,3
4,89,2,morse code,morse code,1,3
4,90,7,crow,crow,1,3
4,91,7,crumpling paper,crumpling paper,1,2
4,92,2,shower,shower,1,3
4,93,2,applause,applause,1,high-intensity
4,94,3,geese honking,geese honking,1,3
4,95,2,fan,fan,1,2
4,96,4,toy squeaks,toy squeaks,1,3
4,97,1,italian,italian,1,2
4,98,2,plane taking off,plane taking off,1,high-intensity
4,99,7,dog panting,slicing bread,0,2
4,100,2,harmonica,harmonica,1,3
4,101,4,balloon deflating,skate boarding,0,2
4,102,6,locker closing,paper tearing,0,3
4,103,3,basketball dribbling,basketball dribbling,1,2
4,104,6,opening a soda bottle,rubbing cloth,0,low-intensity
4,105,4,car crash,car crash,1,high-intensity
4,106,5,cymbol crash,cymbol crash,1,high-intensity
4,107,1,spray can shaking,spray can shaking,1,2
4,108,7,stones tumbling,stones tumbling,1,2
4,109,5,busy signal,busy signal,1,2
4,110,7,dog whining,dog whining,1,3
4,111,7,ratchet,ratchet,1,2
4,112,1,air hockey,morse code,0,3
4,113,3,darth vader,darth vader,1,2
4,114,1,oldfashioned dialer,oldfashioned dialer,1,low-intensity
4,115,6,shouting,shouting,1,high-intensity
4,116,7,cicadas,cicadas,1,3
4,117,5,leather coat,leather coat,1,low-intensity
4,118,4,truck beeping,truck beeping,1,high-intensity
4,119,3,fireworks,fireworks,1,high-intensity
4,120,3,ping pong,ping pong,1,3
4,121,4,door creaking,door creaking,1,2
4,122,3,inflating a balloon,hair dryer,0,low-intensity
4,123,6,chinese,chinese,1,3
4,124,7,whale call,whale call,1,2
4,125,6,crowd laughing,crowd laughing,1,high-intensity
4,126,1,flag,radio static,0,low-intensity
4,127,5,rain,rain,1,3
4,128,2,coffee machine,slicing bread,0,low-intensity
4,129,7,hawk screech,hawk screech,1,3
4,130,4,skate boarding,scratching,0,2
4,131,4,ice machine,ice machine,1,2
