listener,listener_trial,mturk_worker,mturk_trial,level_condition,noise_condition,sound_heard,listener_response,mturk_response,proportion_correct,typical_source_intensity
1,277,108,2,3,0,radio static,cutting carrots on a cutting board,radio static,1,3
1,277,917,42,3,0,radio static,cutting carrots on a cutting board,radio static,1,3
1,279,58,17,4,0,banjo,closing the door behind you as you walk out,banjo,1,high-intensity
1,279,74,35,4,0,banjo,closing the door behind you as you walk out,banjo,1,high-intensity
1,280,180,6,6,0,keys jingling,a parachute opening up in the sky,keys jingling,1,low-intensity
1,280,667,19,6,0,keys jingling,a parachute opening up in the sky,keys jingling,1,low-intensity
1,281,99,49,2,0,paper shredder,an iphone ringtone,race car,0.5,high-intensity
1,281,678,25,2,0,paper shredder,an iphone ringtone,paper shredder,0.5,high-intensity
1,282,510,10,6,1,car crash,a banjo playing a catchy tune,car crash,1,high-intensity
1,282,641,30,6,1,car crash,a banjo playing a catchy tune,car crash,1,high-intensity
1,283,696,35,7,0,electric drill,a rooster crowing,paper cutter,0.5,high-intensity
1,283,828,23,7,0,electric drill,a rooster crowing,electric drill,0.5,high-intensity
1,286,262,40,6,1,crowd noise,placing dishes into an already-loaded sink,crowd noise,1,high-intensity
1,286,645,43,6,1,crowd noise,placing dishes into an already-loaded sink,crowd noise,1,high-intensity
1,288,541,7,4,0,accordian,a young woman sobbing desperately,accordian,1,high-intensity
1,288,652,7,4,0,accordian,a young woman sobbing desperately,accordian,1,high-intensity
1,289,142,49,2,1,witch cackle,a low  steady  loud tone  probably a fog horn,witch cackle,1,high-intensity
1,289,204,47,2,1,witch cackle,a low  steady  loud tone  probably a fog horn,witch cackle,1,high-intensity
1,291,69,10,6,0,nose blowing,a man speaking spanish softly,nose blowing,0.5,3
1,291,900,15,6,0,nose blowing,a man speaking spanish softly,flute,0.5,3
1,292,69,26,4,1,piano,a car starting up and revving its engine,piano,1,3
1,292,897,39,4,1,piano,a car starting up and revving its engine,piano,1,3
1,293,151,43,5,1,fireworks,a child's birthday party,clipping hair,0,high-intensity
1,293,731,4,5,1,fireworks,a child's birthday party,running on gravel,0,high-intensity
1,294,431,34,3,0,bike bell,an adult gathering,bike bell,0.5,2
1,294,451,22,3,0,bike bell,an adult gathering,wind chimes,0.5,2
1,297,439,36,4,0,breathing,setting the springs,breathing,1,low-intensity
1,297,858,48,4,0,breathing,setting the springs,breathing,1,low-intensity
2,1,109,37,4,1,water boiling,elevator bing,water boiling,0.5,low-intensity
2,1,858,7,4,1,water boiling,elevator bing,water splashing,0.5,low-intensity
2,2,179,32,5,1,grating food,blowing bubbles with straw ,grating food,0.5,low-intensity
2,2,354,9,5,1,grating food,blowing bubbles with straw ,wind,0.5,low-intensity
2,3,153,42,6,1,coffee machine,man laughing,breathing,0,low-intensity
2,3,180,8,6,1,coffee machine,man laughing,scissors cutting paper,0,low-intensity
2,4,101,38,7,0,hair dryer,something scratching/rolling on pavement,hair dryer,1,high-intensity
2,4,407,1,7,0,hair dryer,something scratching/rolling on pavement,hair dryer,1,high-intensity
2,5,99,5,5,0,breathing,tapping fingers on table,breathing,1,low-intensity
2,5,705,45,5,0,breathing,tapping fingers on table,breathing,1,low-intensity
2,6,60,43,2,0,harmonica,thunder,harmonica,1,3
2,6,771,23,2,0,harmonica,thunder,harmonica,1,3
2,7,601,11,5,1,clipping hair,scraping rod on something rough ,castanet,0.5,low-intensity
2,7,605,36,5,1,clipping hair,scraping rod on something rough ,clipping hair,0.5,low-intensity
2,8,432,29,2,1,opening a soda bottle,eastern european or russian speaking man ,waves,0,low-intensity
2,8,814,46,2,1,opening a soda bottle,eastern european or russian speaking man ,inflating a balloon,0,low-intensity
2,9,711,44,2,0,dice roll,church organ,dice roll,1,low-intensity
2,9,867,6,2,0,dice roll,church organ,dice roll,1,low-intensity
2,13,87,33,2,1,pager beeps,music from carosel,pager beeps,1,3
2,13,705,6,2,1,pager beeps,music from carosel,pager beeps,1,3
2,14,342,49,7,1,dog drinking,piano playing classical music,dog drinking,0.5,2
2,14,510,48,7,1,dog drinking,piano playing classical music,water boiling,0.5,2
2,15,112,18,3,0,film reel,scratching,scratching,0,3
2,15,454,36,3,0,film reel,scratching,walking on leaves,0,3
2,16,756,1,4,0,grunting and groaning,gong,grunting and groaning,1,2
2,16,920,50,4,0,grunting and groaning,gong,grunting and groaning,1,2
2,17,641,35,4,0,frog croaking,shaving equipment ,frog croaking,1,2
2,17,782,44,4,0,frog croaking,shaving equipment ,frog croaking,1,2
2,18,407,8,7,0,ice in cup,keyboard typing,ice in cup,1,low-intensity
2,18,688,14,7,0,ice in cup,keyboard typing,ice in cup,1,low-intensity
2,19,688,3,7,0,nose blowing,man speaking italian,nose blowing,1,3
2,19,778,20,7,0,nose blowing,man speaking italian,nose blowing,1,3
2,20,678,27,2,0,basketball dribbling,skateboard,basketball dribbling,1,2
2,20,698,26,2,0,basketball dribbling,skateboard,basketball dribbling,1,2
2,21,325,42,2,0,laughing,someone breathing heavily,laughing,1,high-intensity
2,21,432,11,2,0,laughing,someone breathing heavily,laughing,1,high-intensity
2,25,210,34,7,0,alarm clock,drill ,alarm clock,0.5,high-intensity
2,25,260,33,7,0,alarm clock,drill ,man speaking,0.5,high-intensity
2,28,159,1,5,1,ice machine,toddler speaking,coins dropping,0,2
2,28,705,21,5,1,ice machine,toddler speaking,pepper grinder,0,2
2,29,514,11,7,0,cow mooing,something falling on a metal object,cow mooing,1,3
2,29,883,32,7,0,cow mooing,something falling on a metal object,cow mooing,1,3
2,30,353,6,3,1,heart monitor,bell ringing,heart monitor,1,3
2,30,439,9,3,1,heart monitor,bell ringing,heart monitor,1,3
2,31,60,14,4,0,cricket,skateboard on pavement,cricket,1,2
2,31,812,36,4,0,cricket,skateboard on pavement,cricket,1,2
2,34,109,16,3,0,paper shredder,iphone ringtone,paper shredder,1,high-intensity
2,34,324,34,3,0,paper shredder,iphone ringtone,paper shredder,1,high-intensity
2,36,541,1,5,0,air hockey,two rough objects scraping together,gong,0,3
2,36,720,10,5,0,air hockey,two rough objects scraping together,humming,0,3
2,37,59,37,6,1,dove cooing,pouring liquid from a full bottle,dove cooing,1,low-intensity
2,37,641,25,6,1,dove cooing,pouring liquid from a full bottle,dove cooing,1,low-intensity
2,38,181,2,4,0,bike bell,loud area with people talking,bike bell,1,2
2,38,213,22,4,0,bike bell,loud area with people talking,bike bell,1,2
2,40,846,23,6,0,chopping food,balls hitting each other on pool table,chopping food,1,low-intensity
2,40,899,20,6,0,chopping food,balls hitting each other on pool table,chopping food,1,low-intensity
2,43,622,41,2,1,rattlesnake,clock ticking,rattlesnake,1,2
2,43,690,38,2,1,rattlesnake,clock ticking,rattlesnake,1,2
2,44,325,8,5,1,fan,someone running on pavement,sipping,0.5,2
2,44,472,17,5,1,fan,someone running on pavement,fan,0.5,2
2,45,622,28,2,0,car engine starting,church clock hour dinging,car engine starting,1,3
2,45,677,34,2,0,car engine starting,church clock hour dinging,car engine starting,1,3
2,46,30,41,6,0,fire alarm,school bell,fire alarm,1,high-intensity
2,46,213,19,6,0,fire alarm,school bell,fire alarm,1,high-intensity
2,47,210,19,4,1,acoustic bass,doorbell,acoustic bass,1,2
2,47,472,14,4,1,acoustic bass,doorbell,acoustic bass,1,2
2,49,552,17,5,0,phone vibrating,truck horn,phone vibrating,1,low-intensity
2,49,667,6,5,0,phone vibrating,truck horn,phone vibrating,1,low-intensity
2,50,782,32,2,0,locker closing,shaking coins in a can,locker closing,1,3
2,50,890,3,2,0,locker closing,shaking coins in a can,locker closing,1,3
2,51,343,47,7,1,pig snorting,car horn,pig snorting,1,3
2,51,609,25,7,1,pig snorting,car horn,pig snorting,1,3
2,53,705,41,5,1,key opening door,someone in heels walking on smooth floor,paper cutter,0,low-intensity
2,53,814,37,5,1,key opening door,someone in heels walking on smooth floor,balloon deflating,0,low-intensity
2,54,514,5,3,1,door sliding shut,playing pool,door sliding shut,1,low-intensity
2,54,680,12,3,1,door sliding shut,playing pool,door sliding shut,1,low-intensity
2,55,688,26,7,1,oboe,computer voice speaking German,oboe,1,3
2,55,828,7,7,1,oboe,computer voice speaking German,oboe,1,3
2,57,189,30,6,0,gavel hits,police/ambulance siren,gavel hits,1,3
2,57,439,40,6,0,gavel hits,police/ambulance siren,gavel hits,1,3
2,58,407,17,6,1,chopping wood,water boiling in kettle,bass drum hits,0,3
2,58,417,8,6,1,chopping wood,water boiling in kettle,bass drum hits,0,3
2,60,593,35,3,1,bicycle,gulping down liquid,bicycle,1,low-intensity
2,60,641,47,3,1,bicycle,gulping down liquid,bicycle,1,low-intensity
2,61,645,33,3,0,morse code,scraping metal nail on metal sheet,morse code,0.5,3
2,61,667,24,3,0,morse code,scraping metal nail on metal sheet,ringtone,0.5,3
2,62,59,17,4,1,chiseling,pouring sand into plastic cup,coin in a vending machine,0,2
2,62,573,45,4,1,chiseling,pouring sand into plastic cup,writing on a chalkboard,0,2
2,63,645,38,3,0,giggling,scraping paper,giggling,0.5,3
2,63,756,26,3,0,giggling,scraping paper,turkey gobble,0.5,3
2,65,731,39,4,0,ping pong,car skidding,ping pong,1,3
2,65,867,24,4,0,ping pong,car skidding,ping pong,1,3
2,67,181,17,7,0,crumpling paper,music box music,crumpling paper,1,2
2,67,846,44,7,0,crumpling paper,music box music,crumpling paper,1,2
2,68,110,49,7,0,oldfashioned dialer,popping open tin soda can,spray can spraying,0,low-intensity
2,68,179,9,7,0,oldfashioned dialer,popping open tin soda can,rattlesnake,0,low-intensity
2,69,151,17,4,1,gargling,shuffling deck of cards,gargling,1,low-intensity
2,69,680,38,4,1,gargling,shuffling deck of cards,gargling,1,low-intensity
2,71,74,39,3,1,crow,nan,crow,1,3
2,71,698,33,3,1,crow,nan,crow,1,3
2,72,92,23,5,1,gunshots,someone doing a step routine,gunshots,1,high-intensity
2,72,123,22,5,1,gunshots,someone doing a step routine,gunshots,1,high-intensity
2,76,59,18,7,0,baby crying,shovel digging into dirt ,baby crying,1,high-intensity
2,76,564,7,7,0,baby crying,shovel digging into dirt ,baby crying,1,high-intensity
2,77,118,30,6,0,boat horn,goose sound,boat horn,1,high-intensity
2,77,189,33,6,0,boat horn,goose sound,boat horn,1,high-intensity
2,79,343,18,7,1,kid speaking,xerox machine making copies,kid speaking,1,3
2,79,677,1,7,1,kid speaking,xerox machine making copies,kid speaking,1,3
2,81,99,46,5,1,can opening,Woman speaking asian language,can opening,1,low-intensity
2,81,678,26,5,1,can opening,Woman speaking asian language,can opening,1,low-intensity
2,82,179,34,7,0,duck quack,small solid blocks dropping on table,duck quack,1,3
2,82,471,11,7,0,duck quack,small solid blocks dropping on table,duck quack,1,3
2,84,159,13,3,1,gong,nan,gong,1,high-intensity
2,84,771,47,3,1,gong,nan,gong,1,high-intensity
2,86,143,50,2,0,castanet,harp playing,castanet,1,3
2,86,415,38,2,0,castanet,harp playing,castanet,1,3
2,87,258,13,5,1,piano,car starting ,piano,1,3
2,87,846,36,5,1,piano,car starting ,piano,1,3
2,90,30,50,7,1,liquid pouring out of a bottle,phone vibrating,liquid pouring out of a bottle,1,2
2,90,87,37,7,1,liquid pouring out of a bottle,phone vibrating,liquid pouring out of a bottle,1,2
2,92,324,19,5,0,hammering metal,drum roll ,hammering metal,1,high-intensity
2,92,379,4,5,0,hammering metal,drum roll ,hammering metal,1,high-intensity
2,94,240,49,4,1,bees,sliding doors,bees,0.5,low-intensity
2,94,260,41,4,1,bees,sliding doors,alarm clock,0.5,low-intensity
2,95,118,11,4,0,horse galloping,truck passing by,horse galloping,1,2
2,95,849,21,4,0,horse galloping,truck passing by,horse galloping,1,2
2,96,387,7,7,1,chicken cluck,someone humming a tune,chicken cluck,1,2
2,96,594,17,7,1,chicken cluck,someone humming a tune,chicken cluck,1,2
2,98,112,2,5,0,marching,metal scraper on paint palette ,marching,1,3
2,98,444,15,5,0,marching,metal scraper on paint palette ,marching,1,3
2,99,630,13,6,1,horse neighing,beeping noise of truck backing up ,horse neighing,1,3
2,99,645,18,6,1,horse neighing,beeping noise of truck backing up ,horse neighing,1,3
2,100,622,2,4,1,leather coat,infant saying dada,leather coat,1,low-intensity
2,100,705,10,4,1,leather coat,infant saying dada,leather coat,1,low-intensity
2,102,480,28,3,1,ratchet,flicking of lighter ,ratchet,1,2
2,102,771,50,3,1,ratchet,flicking of lighter ,ratchet,1,2
2,103,379,31,2,0,electric drill,rooster in the morning ,brushing hair,0,high-intensity
2,103,917,23,2,0,electric drill,rooster in the morning ,castanet,0,high-intensity
2,104,696,39,5,1,fire,saw on wood,race car,0,low-intensity
2,104,920,37,5,1,fire,saw on wood,pinball,0,low-intensity
2,106,514,3,3,1,coins dropping,running a lawn mower,coins dropping,0.5,low-intensity
2,106,677,27,3,1,coins dropping,running a lawn mower,slot machine,0.5,low-intensity
2,107,387,24,2,1,inflating a balloon,dog barking,inflating a balloon,1,low-intensity
2,107,415,30,2,1,inflating a balloon,dog barking,inflating a balloon,1,low-intensity
2,108,454,20,2,1,drawer closing,bike wheel spinning,screwing in a nail,0,low-intensity
2,108,756,38,2,1,drawer closing,bike wheel spinning,knives sharpening,0,low-intensity
2,110,407,4,4,0,radio static,chopping vegetables,radio static,1,3
2,110,667,47,4,0,radio static,chopping vegetables,radio static,1,3
2,111,99,48,4,1,walking on leaves,coins falling,walking on leaves,1,2
2,111,667,5,4,1,walking on leaves,coins falling,walking on leaves,1,2
2,114,594,40,6,0,motorcycle revving,nan,motorcycle revving,1,high-intensity
2,114,756,21,6,0,motorcycle revving,nan,motorcycle revving,1,high-intensity
2,115,387,42,7,1,drink fizzing,water dripping in water,drink fizzing,0.5,low-intensity
2,115,571,45,7,1,drink fizzing,water dripping in water,liquid pouring out of a bottle,0.5,low-intensity
2,116,186,6,5,0,banjo,door opening ,banjo,1,high-intensity
2,116,475,25,5,0,banjo,door opening ,banjo,1,high-intensity
2,119,622,49,6,1,biting and chewing,beating a big drum,biting and chewing,1,2
2,119,690,15,6,1,biting and chewing,beating a big drum,biting and chewing,1,2
2,120,99,16,3,0,plane taking off,ding from cash register,plane taking off,1,high-intensity
2,120,833,17,3,0,plane taking off,ding from cash register,plane taking off,1,high-intensity
2,123,137,4,6,1,pepper grinder,truck coming to a stop,pepper grinder,1,2
2,123,629,2,6,1,pepper grinder,truck coming to a stop,pepper grinder,1,2
2,124,324,47,4,1,reception desk bell,outdoor constuction machine digging on pavemnet,reception desk bell,1,3
2,124,776,25,4,1,reception desk bell,outdoor constuction machine digging on pavemnet,reception desk bell,1,3
2,125,593,1,7,0,keys jingling,nan,keys jingling,1,low-intensity
2,125,772,12,7,0,keys jingling,nan,keys jingling,1,low-intensity
2,126,325,28,4,0,traffic noises,wind chimes,traffic noises,1,high-intensity
2,126,720,46,4,0,traffic noises,wind chimes,traffic noises,1,high-intensity
2,127,159,10,7,1,toilet flushing,nan,toilet flushing,1,2
2,127,258,41,7,1,toilet flushing,nan,toilet flushing,1,2
2,129,59,9,6,0,explosion,running on gravel,explosion,1,high-intensity
2,129,846,41,6,0,explosion,running on gravel,explosion,1,high-intensity
2,130,630,3,5,1,crying,object entering metal bucket,crying,1,high-intensity
2,130,897,28,5,1,crying,object entering metal bucket,crying,1,high-intensity
2,132,137,44,5,0,dog barking,scraping two rocks together,dog barking,1,high-intensity
2,132,204,8,5,0,dog barking,scraping two rocks together,dog barking,1,high-intensity
2,133,438,38,2,1,finger tapping,wind blowing by window,finger tapping,1,low-intensity
2,133,680,30,2,1,finger tapping,wind blowing by window,finger tapping,1,low-intensity
2,135,59,21,2,0,geese honking,bike bell ,geese honking,1,3
2,135,240,7,2,0,geese honking,bike bell ,geese honking,1,3
2,137,601,15,6,1,fax,hammering/ hitting something metal ,fax,1,2
2,137,810,4,6,1,fax,hammering/ hitting something metal ,fax,1,2
2,138,87,32,2,0,church bells,cello strum,church bells,1,high-intensity
2,138,337,33,2,0,church bells,cello strum,church bells,1,high-intensity
2,139,140,45,2,1,turning a lock,camera film moving after taking picture,cat purring,0.5,low-intensity
2,139,678,17,2,1,turning a lock,camera film moving after taking picture,turning a lock,0.5,low-intensity
2,147,415,44,2,0,bus accelerating,toilet flush,bus accelerating,0.5,2
2,147,680,5,2,0,bus accelerating,toilet flush,car engine starting,0.5,2
2,149,109,11,5,0,blender,playing on drum set,blender,1,high-intensity
2,149,867,7,5,0,blender,playing on drum set,blender,1,high-intensity
2,151,149,32,3,0,popcorn popping,cat meowing,duck quack,0,3
2,151,718,21,3,0,popcorn popping,cat meowing,door opening,0,3
2,154,343,5,6,0,knives sharpening,nan,grating food,0.5,2
